recipe_id,recipe_name,description,ingredient,active,updated_date,created_date
1,recipe_1,Description of recipe_1,ingredient_96,true,2019-01-07 08:48:35,2019-01-07 05:13:35
1,recipe_1,Description of recipe_1,ingredient_96,true,2019-01-09 03:06:02,2019-01-09 11:31:02
1,recipe_1,Description of recipe_1,ingredient_96,false,2019-01-18 07:55:42,2019-01-18 04:20:42
1,recipe_1,Description of recipe_1,ingredient_96,true,2018-12-20 02:46:12,2018-12-20 11:11:12
1,recipe_1,Description of recipe_1,ingredient_3,false,2019-01-05 06:05:37,2019-01-05 02:30:37
1,recipe_1,Description of recipe_1,ingredient_3,true,2019-01-13 07:01:27,2019-01-13 03:26:27
1,recipe_1,Description of recipe_1,ingredient_3,false,2019-01-17 03:58:39,2019-01-17 12:23:39
1,recipe_1,Description of recipe_1,ingredient_3,false,2018-12-26 03:48:58,2018-12-26 12:13:58
1,recipe_1,Description of recipe_1,ingredient_11,false,2019-01-04 11:48:16,2019-01-04 08:13:16
1,recipe_1,Description of recipe_1,ingredient_11,true,2019-01-13 05:33:55,2019-01-13 01:58:55
1,recipe_1,Description of recipe_1,ingredient_11,true,2019-01-19 05:28:43,2019-01-19 01:53:43
1,recipe_1,Description of recipe_1,ingredient_11,false,2018-12-28 11:33:21,2018-12-28 07:58:21
1,recipe_1,Description of recipe_1,ingredient_21,true,2019-01-06 09:52:44,2019-01-06 06:17:44
1,recipe_1,Description of recipe_1,ingredient_21,false,2019-01-13 04:16:30,2019-01-13 12:41:30
1,recipe_1,Description of recipe_1,ingredient_21,false,2019-01-16 11:24:34,2019-01-16 07:49:34
1,recipe_1,Description of recipe_1,ingredient_21,false,2018-12-28 07:47:05,2018-12-28 04:12:05
1,recipe_1,Description of recipe_1,ingredient_84,true,2019-01-02 01:31:31,2019-01-01 09:56:31
1,recipe_1,Description of recipe_1,ingredient_84,true,2019-01-10 12:41:12,2019-01-10 09:06:12
1,recipe_1,Description of recipe_1,ingredient_84,true,2019-01-19 12:22:59,2019-01-18 08:47:59
1,recipe_1,Description of recipe_1,ingredient_84,false,2018-12-27 12:29:09,2018-12-26 08:54:09
1,recipe_1,Description of recipe_1,ingredient_55,false,2019-01-07 03:59:37,2019-01-07 12:24:37
1,recipe_1,Description of recipe_1,ingredient_55,false,2019-01-11 06:20:50,2019-01-11 02:45:50
1,recipe_1,Description of recipe_1,ingredient_55,false,2019-01-18 01:03:45,2019-01-17 09:28:45
1,recipe_1,Description of recipe_1,ingredient_55,false,2018-12-24 12:18:11,2018-12-24 08:43:11
2,recipe_2,Description of recipe_2,ingredient_8,true,2019-01-07 09:43:06,2019-01-07 06:08:06
2,recipe_2,Description of recipe_2,ingredient_8,false,2019-01-09 08:00:50,2019-01-09 04:25:50
2,recipe_2,Description of recipe_2,ingredient_8,true,2019-01-18 11:50:47,2019-01-18 08:15:47
2,recipe_2,Description of recipe_2,ingredient_8,false,2018-12-26 11:27:30,2018-12-26 07:52:30
2,recipe_2,Description of recipe_2,ingredient_66,true,2019-01-07 11:10:39,2019-01-07 07:35:39
2,recipe_2,Description of recipe_2,ingredient_66,false,2019-01-10 11:17:47,2019-01-10 07:42:47
2,recipe_2,Description of recipe_2,ingredient_66,true,2019-01-17 12:42:13,2019-01-17 09:07:13
2,recipe_2,Description of recipe_2,ingredient_66,false,2018-12-24 12:07:19,2018-12-24 08:32:19
2,recipe_2,Description of recipe_2,ingredient_76,false,2019-01-04 12:53:34,2019-01-04 09:18:34
2,recipe_2,Description of recipe_2,ingredient_76,true,2019-01-12 11:55:14,2019-01-12 08:20:14
2,recipe_2,Description of recipe_2,ingredient_76,true,2019-01-17 04:27:13,2019-01-17 12:52:13
2,recipe_2,Description of recipe_2,ingredient_76,true,2018-12-22 12:33:37,2018-12-21 08:58:37
2,recipe_2,Description of recipe_2,ingredient_76,false,2019-01-05 12:34:57,2019-01-05 08:59:57
2,recipe_2,Description of recipe_2,ingredient_76,true,2019-01-12 06:59:12,2019-01-12 03:24:12
2,recipe_2,Description of recipe_2,ingredient_76,true,2019-01-20 02:41:45,2019-01-19 11:06:45
2,recipe_2,Description of recipe_2,ingredient_76,false,2018-12-20 11:59:51,2018-12-20 08:24:51
2,recipe_2,Description of recipe_2,ingredient_65,false,2019-01-02 08:24:56,2019-01-02 04:49:56
2,recipe_2,Description of recipe_2,ingredient_65,false,2019-01-13 02:35:54,2019-01-12 11:00:54
2,recipe_2,Description of recipe_2,ingredient_65,true,2019-01-19 01:07:57,2019-01-19 09:32:57
2,recipe_2,Description of recipe_2,ingredient_65,true,2018-12-28 12:23:07,2018-12-28 08:48:07
2,recipe_2,Description of recipe_2,ingredient_62,false,2019-01-03 02:55:54,2019-01-03 11:20:54
2,recipe_2,Description of recipe_2,ingredient_62,false,2019-01-12 10:49:30,2019-01-12 07:14:30
2,recipe_2,Description of recipe_2,ingredient_62,false,2019-01-16 10:49:47,2019-01-16 07:14:47
2,recipe_2,Description of recipe_2,ingredient_62,true,2018-12-24 11:49:47,2018-12-24 08:14:47
3,recipe_3,Description of recipe_3,ingredient_16,true,2019-01-02 11:41:35,2019-01-02 08:06:35
3,recipe_3,Description of recipe_3,ingredient_16,true,2019-01-14 11:45:48,2019-01-14 08:10:48
3,recipe_3,Description of recipe_3,ingredient_16,false,2019-01-18 04:46:02,2019-01-18 01:11:02
3,recipe_3,Description of recipe_3,ingredient_16,true,2018-12-26 06:35:30,2018-12-26 03:00:30
3,recipe_3,Description of recipe_3,ingredient_28,true,2019-01-07 10:50:12,2019-01-07 07:15:12
3,recipe_3,Description of recipe_3,ingredient_28,true,2019-01-12 10:01:41,2019-01-12 06:26:41
3,recipe_3,Description of recipe_3,ingredient_28,false,2019-01-18 09:23:01,2019-01-18 05:48:01
3,recipe_3,Description of recipe_3,ingredient_28,false,2018-12-20 05:56:52,2018-12-20 02:21:52
3,recipe_3,Description of recipe_3,ingredient_35,true,2019-01-04 11:41:43,2019-01-04 08:06:43
3,recipe_3,Description of recipe_3,ingredient_35,false,2019-01-12 03:05:13,2019-01-11 11:30:13
3,recipe_3,Description of recipe_3,ingredient_35,false,2019-01-18 09:01:35,2019-01-18 05:26:35
3,recipe_3,Description of recipe_3,ingredient_35,false,2018-12-29 09:30:10,2018-12-29 05:55:10
3,recipe_3,Description of recipe_3,ingredient_69,true,2019-01-04 05:15:08,2019-01-04 01:40:08
3,recipe_3,Description of recipe_3,ingredient_69,true,2019-01-12 08:25:34,2019-01-12 04:50:34
3,recipe_3,Description of recipe_3,ingredient_69,false,2019-01-18 04:41:54,2019-01-18 01:06:54
3,recipe_3,Description of recipe_3,ingredient_69,false,2018-12-27 03:33:48,2018-12-27 11:58:48
3,recipe_3,Description of recipe_3,ingredient_74,true,2019-01-05 12:09:12,2019-01-05 08:34:12
3,recipe_3,Description of recipe_3,ingredient_74,true,2019-01-11 04:47:44,2019-01-11 01:12:44
3,recipe_3,Description of recipe_3,ingredient_74,true,2019-01-16 07:27:13,2019-01-16 03:52:13
3,recipe_3,Description of recipe_3,ingredient_74,true,2018-12-27 05:11:46,2018-12-27 01:36:46
3,recipe_3,Description of recipe_3,ingredient_18,true,2019-01-04 10:53:18,2019-01-04 07:18:18
3,recipe_3,Description of recipe_3,ingredient_18,false,2019-01-13 11:41:58,2019-01-13 08:06:58
3,recipe_3,Description of recipe_3,ingredient_18,true,2019-01-18 02:42:25,2019-01-18 11:07:25
3,recipe_3,Description of recipe_3,ingredient_18,false,2018-12-24 10:55:23,2018-12-24 07:20:23
4,recipe_4,Description of recipe_4,ingredient_72,false,2019-01-02 11:44:36,2019-01-02 08:09:36
4,recipe_4,Description of recipe_4,ingredient_72,false,2019-01-13 05:03:56,2019-01-13 01:28:56
4,recipe_4,Description of recipe_4,ingredient_72,true,2019-01-16 07:48:36,2019-01-16 04:13:36
4,recipe_4,Description of recipe_4,ingredient_72,false,2018-12-27 12:19:46,2018-12-26 08:44:46
4,recipe_4,Description of recipe_4,ingredient_65,true,2019-01-01 07:48:28,2019-01-01 04:13:28
4,recipe_4,Description of recipe_4,ingredient_65,true,2019-01-13 07:19:47,2019-01-13 03:44:47
4,recipe_4,Description of recipe_4,ingredient_65,true,2019-01-16 06:59:08,2019-01-16 03:24:08
4,recipe_4,Description of recipe_4,ingredient_65,true,2018-12-24 03:22:03,2018-12-23 11:47:03
4,recipe_4,Description of recipe_4,ingredient_2,false,2019-01-03 10:47:58,2019-01-03 07:12:58
4,recipe_4,Description of recipe_4,ingredient_2,false,2019-01-10 05:18:31,2019-01-10 01:43:31
4,recipe_4,Description of recipe_4,ingredient_2,true,2019-01-17 12:05:28,2019-01-16 08:30:28
4,recipe_4,Description of recipe_4,ingredient_2,true,2018-12-20 07:26:15,2018-12-20 03:51:15
4,recipe_4,Description of recipe_4,ingredient_88,true,2019-01-06 10:06:51,2019-01-06 06:31:51
4,recipe_4,Description of recipe_4,ingredient_88,false,2019-01-12 05:50:57,2019-01-12 02:15:57
4,recipe_4,Description of recipe_4,ingredient_88,false,2019-01-19 05:46:59,2019-01-19 02:11:59
4,recipe_4,Description of recipe_4,ingredient_88,true,2018-12-20 04:26:51,2018-12-20 12:51:51
4,recipe_4,Description of recipe_4,ingredient_69,true,2019-01-06 11:35:13,2019-01-06 08:00:13
4,recipe_4,Description of recipe_4,ingredient_69,true,2019-01-10 06:57:36,2019-01-10 03:22:36
4,recipe_4,Description of recipe_4,ingredient_69,true,2019-01-18 10:55:49,2019-01-18 07:20:49
4,recipe_4,Description of recipe_4,ingredient_69,false,2018-12-29 02:39:45,2018-12-28 11:04:45
4,recipe_4,Description of recipe_4,ingredient_69,false,2019-01-02 06:28:32,2019-01-02 02:53:32
4,recipe_4,Description of recipe_4,ingredient_69,false,2019-01-11 09:07:06,2019-01-11 05:32:06
4,recipe_4,Description of recipe_4,ingredient_69,false,2019-01-18 03:50:52,2019-01-18 12:15:52
4,recipe_4,Description of recipe_4,ingredient_69,true,2018-12-27 06:00:56,2018-12-27 02:25:56
5,recipe_5,Description of recipe_5,ingredient_4,false,2019-01-06 08:01:56,2019-01-06 04:26:56
5,recipe_5,Description of recipe_5,ingredient_4,true,2019-01-12 07:02:42,2019-01-12 03:27:42
5,recipe_5,Description of recipe_5,ingredient_4,false,2019-01-18 09:01:36,2019-01-18 05:26:36
5,recipe_5,Description of recipe_5,ingredient_4,false,2018-12-26 08:14:09,2018-12-26 04:39:09
5,recipe_5,Description of recipe_5,ingredient_49,true,2019-01-05 03:48:12,2019-01-05 12:13:12
5,recipe_5,Description of recipe_5,ingredient_49,true,2019-01-11 06:45:52,2019-01-11 03:10:52
5,recipe_5,Description of recipe_5,ingredient_49,false,2019-01-20 02:45:17,2019-01-19 11:10:17
5,recipe_5,Description of recipe_5,ingredient_49,false,2018-12-23 10:39:59,2018-12-23 07:04:59
5,recipe_5,Description of recipe_5,ingredient_63,true,2019-01-02 09:14:59,2019-01-02 05:39:59
5,recipe_5,Description of recipe_5,ingredient_63,true,2019-01-12 02:21:06,2019-01-12 10:46:06
5,recipe_5,Description of recipe_5,ingredient_63,false,2019-01-18 03:03:18,2019-01-17 11:28:18
5,recipe_5,Description of recipe_5,ingredient_63,true,2018-12-28 07:45:29,2018-12-28 04:10:29
5,recipe_5,Description of recipe_5,ingredient_52,true,2019-01-05 02:40:58,2019-01-04 11:05:58
5,recipe_5,Description of recipe_5,ingredient_52,false,2019-01-10 11:57:44,2019-01-10 08:22:44
